Artikul;Nomenklatura;Ves;Obyem;Koeffitsient;Nomenklaturnaya gruppa;Nomenklatura.Assortimentnaya gruppa;Nomenklatura. Proekty Misteriya;Nomenklatura.Kategoriya;Nomenklatura.Osnovnoy postavschik
264002a;Upakovka pryam. vnesh. 248kh158kh92mm, vnutr. 232kh127kh85mm, prozrachnaya, OPS;5,1;0,091;0,16;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 230-249 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;KhOLDING PROTEK OOO
264501a;Upakovka pryam. vneshn. 241x172x60mm, vnutr.220kh155kh55mm, prozrachnaya, OPS;9,2;0,09;0,25;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 230-249 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;snyat s prodazh;KhOLDING PROTEK OOO
264191a;Upakovka pryam. vneshn. 241x172x55mm, vnutr.220kh155kh50mm, prozrachnaya, OPS;7;0,08;0,25;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 230-249 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;ARKhIV;KhOLDING PROTEK OOO
263518;Upakovka 1,53(0.98+0.55)l, pryamoug., vnesh. 250kh158kh63mm, vnutr. 124kh218kh56mm, prozrachn., OPS;5,5;0,08;0,28;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy ot 250 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;UNIPAK OOO
263511b;Upakovka pryam. vnesh. 218x115x84mm, vnutr. 206kh100kh80mm, prozrachnaya, OPS;6;0,085;0,3;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 200-219 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;KhOLDING PROTEK OOO
261385;Upakovka pryamoug., 246kh169.5kh42.25mm, s nerazyemnoy kryshkoy, chern./prozr. kr., PET;7,4;0,074;0,2;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 230-249 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;pod zakaz;UPAKS-YuNITI OOO
261615/;Upakovka pryamoug., vnesh. 218kh139,5kh46,5mm, vnutr. 190kh115kh60mm, prozrachn., PET;9,8;0,101;0,3;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy pryamougolnaya dlinoy 200-219 mm;Upakovka dlya konditerskikh izdeliy plastikovaya s nerazyemnoy kryshkoy;2. Upakovka;;UPAKS-YuNITI OOO
473168a;"Sredstvo chistyaschee ""Tiret Turbo"" dlya chistki kanaliz. trub 1000 ml";14,6;0,023;12;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;pod zakaz;DENASNAB OOO
473168a/;"Sredstvo chistyaschee ""Tiret Turbo"" dlya chistki kanaliz. trub 1000 ml";7,1;0,012;6;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;pod zakaz;DENASNAB OOO
473168b;"Sredstvo chistyaschee ""Tiret "" dlya chistki kanaliz. trub 1000 ml";14,48;0,022;6;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;pod zakaz;DENASNAB OOO
8475139;"Sredstvo dlya prochistki trub ""Chistotrub"", 1l";12,6;0,02;12;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;;SVZKh OOO
475700a;"Sredstvo dlya udaleniya zasorov ""Tornado"", gran.,  600 gr, UNICUM";7,5;0,018;12;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;pod zakaz;BI END BI OPT OOO
847590g;"Sredstvo ot zasorov 1,0 l GEL ""PROCHIST""";16;0,029;16;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;;RASKhODNYE MATERIALY - URAL OOO
847588;"Sredstvo dlya chistki trub""Kroton"" 1l";21,6;0,035;20;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;pod zakaz;IVITEK OOO
847591;"Chistyaschee sredstvo ""Krot"" 1000 g.";;;15;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;<>;Vikont TD OOO
890560;Krot 1200 ml ch/s/d/kanal trub;7;0,054;15;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;dlya Mist.- Voronezh;Germes OOO
8475167;"Bakterii dlya kanalizatsii v poroshke ""Doktor Robik 109"" 75 gr.";4;0,008;50;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;;KhIM PRAYS OOO (Prodazha bytovoy khimii)
847576;Tiret sredstvo dlya ochistki trub, 500ml;7,42;0,013;12;Sredstva dlya udaleniya zasorov i prochistki trub do 2 l (kg);Sredstva dlya udaleniya zasorov i prochistki trub;3. Servirovka stola i tovary dlya klininga;dlya Mist.- Saratov;Yuzhnyy dvor-64 OOO
580172b;Plenka termousadochnaya PVKh 250/500mm kh 600m, 15mkm,;8,8;0,013;1;Plenki termousadochnye PVKh;Plenki nepischevye;6. Raskhodnye materialy (prochie);ARKhIV;PIVIRAN OOO
580171b;Plenka termousadochnaya PVKh 350/700mm kh 650m, 15mkm,;9,4;0,012;1;Plenki termousadochnye PVKh;Plenki nepischevye;1. Odnorazovaya posuda;ARKhIV;PIVIRAN OOO
213406t;Plenka termousadochnaya polurukav PVKh 450/900mm kh 600m 15mkm, shampan;10,7;0,018;1;Plenki termousadochnye PVKh;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
213370t;Plenka termousadochnaya polurukav PVKh 350/700mm kh 650m 15mkm;9,4;0,013;1;Plenki termousadochnye PVKh;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
213406pt;Plenka termousadochnaya polurukav PVKh 450/900mm kh 600m 15mkm, shampan;10,4;0,018;1;Plenki termousadochnye PVKh;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
580174;Plenka termousadochnaya PVKh 250/500mm kh 750m, 15mkm,;9,2;0,014;1;Plenki termousadochnye PVKh;Plenki nepischevye;6. Raskhodnye materialy (prochie);ARKhIV;PIVIRAN OOO
213210a;Plenka termousadochnaya polurukav PVKh 250/500mm kh 650m 15mkm, RANPAC;8,8;0,013;1;Plenki termousadochnye PVKh;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
213363a;Plenka termousadochnaya polurukav PVKh 350/700mm kh 650m 15mkm, RANPAC;9;0,014;1;Plenki termousadochnye PVKh;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
213407a;Plenka termousadochnaya polurukav PVKh 450/900mm kh 600m 15mkm, shampan;10;0,018;1;Plenki termousadochnye PVKh;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
580171v;Plenka termousadochnaya PVKh 350/700mm kh 650m, 15mkm,;9,4;0,012;1;Plenki termousadochnye PVKh;Plenki nepischevye;1. Odnorazovaya posuda;ARKhIV;PIVIRAN OOO
213363r;Plenka termousadochnaya polurukav PVKh 450/900mm kh 650m 12,5mkm, RANPAC;10,4;0,018;1;Plenki termousadochnye PVKh;Plenki nepischevye;4. Polietilenovaya upakovka;pod zakaz;PIVIRAN OOO
580157;Plenka 350mmkh650m 12,5mkm, termousadochnaya, PVKh;;;1;Plenki termousadochnye PVKh;Plenki nepischevye;1. Odnorazovaya posuda;pod zakaz;PIVIRAN OOO
580156;Plenka 250mmkh650m 12,5mkm, termousadochnaya, PVKh;8,8;0,013;650;Plenki termousadochnye PVKh;Plenki nepischevye;1. Odnorazovaya posuda;pod zakaz;PIVIRAN OOO
88159832;Kryshka d/kont., krugl., d 200mm, prozrachn., OPS;9,3;0,096;0,4;Kryshki k kruglym konteyneram universalnye PS D ot 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;dlya Mist.- KZKh;KADO-PRIM OOO
158215;Kryshka d=132mm, prozrachnaya, OPS;2,5;0,081;0,5;Kryshki k kruglym konteyneram universalnye PS D ot 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;pod zakaz;KhOLDING PROTEK OOO
825410;Kryshka KRK. D=132 mm, h=8 mm, OPS;3;0,07;0,6;Kryshki k kruglym konteyneram universalnye PS D ot 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;pod zakaz;SOYuZ TREYD OOO
158220;Kryshka d-132 mm, prozrachnaya, BOPS;3,8;0,103;1;Kryshki k kruglym konteyneram universalnye PS D ot 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;pod zakaz;TSK KOMUS OOO
8870951;Kryshka krugl., d 132mm, prozrachn., k konteyneru Komus, OPS;5,8;0,117;1;Kryshki k kruglym konteyneram universalnye PS D ot 120 mm;Kryshki k konteyneram universalnye;2. Upakovka;dlya Mist.- KZKh;TSK KOMUS OOO
250036r;Korobka d/pitstsy  s logotipom Pizza Rris, 360kh360kh40mm, buraya., mikrogofrokarton E;12;0,04;50;Korobki dlya pitstsy s pechatyu, logotipom iz mikrogofrokartona;Korobki dlya pitstsy;2. Upakovka;pod zakaz;KTK OOO
250034kh;Korobka d/pitstsy  s logotipom Khinkali&Khachapuri, 330kh330kh40mm, bel., mikrogofrokarton E;9;0,028;50;Korobki dlya pitstsy s pechatyu, logotipom iz mikrogofrokartona;Korobki dlya pitstsy;2. Upakovka;pod zakaz;KTK OOO
250015kh;Korobka d/pitstsy s logotipom Khinkali&Khachapuri, 250kh250kh40mm, bel., mikrogofrokarton E;3,2;0,02;50;Korobki dlya pitstsy s pechatyu, logotipom iz mikrogofrokartona;Korobki dlya pitstsy;2. Upakovka;pod zakaz;KTK OOO
250016;Korobka p/pitstsu 285kh278kh47mm bel. 12 dyuymov mikrogofrokarton. SBARRO;6;0,042;50;Korobki dlya pitstsy s pechatyu, logotipom iz mikrogofrokartona;Korobki dlya pitstsy;2. Upakovka;ARKhIV;Master Upakovki
250030l;"Korobka d/pitstsy, 300kh300kh40mm, bel., mikrogofrokarton s pechatyu ""Mamoy klyanus""";5,55;0,023;50;Korobki dlya pitstsy s pechatyu, logotipom iz mikrogofrokartona;Korobki dlya pitstsy;2. Upakovka;pod zakaz;PTP FABRIKA UPAKOVKI OOO
250033o;Korobka p/pitstsu 330kh330kh40mm belyy mikrogofrokarton E s logo OBLEPIKhA;6,98;0,029;50;Korobki dlya pitstsy s pechatyu, logotipom iz mikrogofrokartona;Korobki dlya pitstsy;2. Upakovka;pod zakaz;KTK OOO
14209Upf/B1;Nozh (rossyp), bel., PS;10;0,14;4,5;Nozhi plastikovye belye;Nozhi;1. Odnorazovaya posuda;;DIAPAZON AO
185110 S;Nozh stolov., 165mm, bel., PS;2,5;0,023;50;Nozhi plastikovye belye;Nozhi;1. Odnorazovaya posuda;pod zakaz;DIAPAZON AO
142060/;Nozh stolov., 160mm, bel., PS;7;0,04;4;Nozhi plastikovye belye;Nozhi;1. Odnorazovaya posuda;;PLAST-SERVIS PLYuS OOO
370618;"Paket lamin. 10kh40kh9sm, ""Shampan"", bum.";4;0,025;100;Pakety podarochnye laminirovannye tematicheskie razmer S;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
370600a;"Paket lamin. 10kh40kh9sm Nov. god (butylochn.) ""Serebryanaya improvizatsiya""";4;0,025;100;Pakety podarochnye laminirovannye tematicheskie razmer S;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
280071;"Paket lamin. 11,5kh17kh5sm ""Beloe serdtse ""  , bum.";1,8;0,007;100;Pakety podarochnye laminirovannye tematicheskie razmer S;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
280005;"Paket lamin. 9kh15kh5sm ""Serdtse iz businok "", bum.";1,2;0,005;100;Pakety podarochnye laminirovannye tematicheskie razmer S;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
370604;"Paket lamin. 10kh40kh9sm ""Elochnye shary na zelenom"", bum.";4;0,025;100;Pakety podarochnye laminirovannye tematicheskie razmer S;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
370003;"Paket lamin. 9kh15kh5sm ""Domik"", bum.";5;0,02;100;Pakety podarochnye laminirovannye tematicheskie razmer S;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
370607;"Paket lamin. 10kh40kh9sm ""Dva bokala na sinem"" (butylochn.)  , bum.";4;0,025;100;Pakety podarochnye laminirovannye tematicheskie razmer S;Pakety-sumki;4. Polietilenovaya upakovka;ARKhIV;PAKET-PRINT OOO
231850z;"Paket (meshok) petlya PVD 420kh380mm, 43mkm, ""Zolotaya polosa""";8,44;0,03;0,5;Pakety s petlevymi ruchkami PVD glyantsevye;Pakety-sumki;4. Polietilenovaya upakovka;;TIKO-Plastik AO
230706z;"Paket (meshok) petlya PVD 420kh440mm, 70mkm, ""Zolotoy vintazh""";9,23;0,012;0,3;Pakety s petlevymi ruchkami PVD glyantsevye;Pakety-sumki;4. Polietilenovaya upakovka;pod zakaz;TIKO-Plastik AO
232633;"Paket (meshok) petlya PVD 520x540mm, 60mkm, ""Afrikanka""";11,5;0,03;0,25;Pakety s petlevymi ruchkami PVD glyantsevye;Pakety-sumki;4. Polietilenovaya upakovka;snyat s proizvodstva;TIKO-Plastik AO
451217;"Polotentsa 2 sl., ""V"",  23kh21,5sm, bel., bum";1,68;0,022;10;Polotentsa bumazhnye bytovye 2-sloynye iz tsellyulozy;Polotentsa bumazhnye bytovye;3. Servirovka stola i tovary dlya klininga;LENTA;RUSSKAYa BUMAGA ALL PRODUKTsIYa OOO
451216v;"Polotentsa 2 sl., sl. ""V"",  23kh21,5sm, bel., bum, dizayn v assort.";2;0,022;10;Polotentsa bumazhnye bytovye 2-sloynye iz tsellyulozy;Polotentsa bumazhnye bytovye;3. Servirovka stola i tovary dlya klininga;;RUSSKAYa BUMAGA ALL PRODUKTsIYa OOO
451411;Polotentsa bumazhnye 2sl. 4 rul.;4,4;0,02;5;Polotentsa bumazhnye bytovye 2-sloynye iz tsellyulozy;Polotentsa bumazhnye bytovye;3. Servirovka stola i tovary dlya klininga;pod zakaz;FLITSERVIS KO OOO
845168;Polotentsa bumazhnye 2sl. 2 rul. Reina;3,2;0,05;12;Polotentsa bumazhnye bytovye 2-sloynye iz tsellyulozy;Polotentsa bumazhnye bytovye;3. Servirovka stola i tovary dlya klininga;;ZEFIR OOO
845168o;Polotentsa bumazhnye 2sl. 2 rul/up OVA;6,8;0,085;24;Polotentsa bumazhnye bytovye 2-sloynye iz tsellyulozy;Polotentsa bumazhnye bytovye;3. Servirovka stola i tovary dlya klininga;;ZEFIR OOO
845168s;Polotentsa bumazhnye 2sl. Soffice;4;0,05;12;Polotentsa bumazhnye bytovye 2-sloynye iz tsellyulozy;Polotentsa bumazhnye bytovye;3. Servirovka stola i tovary dlya klininga;;ZEFIR OOO
145200a;Nozh stolov., 180mm, prozrachn., kristall, PS;9,53;0,036;2,5;Nozhi plastikovye prozrachnye;Nozhi;1. Odnorazovaya posuda;;VZLP OOO
591214/;Nozh 180mm, prozrachn., PS;;;;Nozhi plastikovye prozrachnye;Nozhi;1. Odnorazovaya posuda;TsPP;DIAPAZON AO
188255ash;Nozh 180mm, prozrachn., PS;3,5;0,013;50;Nozhi plastikovye prozrachnye;Nozhi;1. Odnorazovaya posuda;;DIAPAZON AO
145210;Nozh (kompakt) prozrachnyy Kristallik,165mm;5,15;0,014;2,5;Nozhi plastikovye prozrachnye;Nozhi;1. Odnorazovaya posuda;;DIAPAZON AO
188255a/;Nozh Prozrachnyy, 180 mm,  PS;3,5;0,013;50;Nozhi plastikovye prozrachnye;Nozhi;1. Odnorazovaya posuda;;DIAPAZON AO
145200;Nozh stolov., 180mm, prozrachn., kristall, PS;9,5;0,04;2,016;Nozhi plastikovye prozrachnye;Nozhi;1. Odnorazovaya posuda;snyat s prodazh;VZLP OOO
145205/;Nozh 190mm, prozrachn., PS;11,5;0,029;2;Nozhi plastikovye prozrachnye;Nozhi;1. Odnorazovaya posuda;rasprodazha;Zielinski Antoni PPH ZELAN ZPChr
175003/;Nozh 180mm, prozrachn., kristall, PS, art. 292145;6,13;0,021;24;Nozhi plastikovye prozrachnye;Nozhi;1. Odnorazovaya posuda;Komus;DIAPAZON AO
115323s;"Stakan d/khol./gor., 0.3l, verkh. d 90mm nizhn. d 60mm, h 111mm, 295+18g/m2, ""Reflex Blue"", sin., odnosloynyy, karton";8,5;0,1;1;Stakany bumazhnye 300-390 ml tsvetnye, s dizaynom 1-sloynye;Stakany;1. Odnorazovaya posuda;pod zakaz;PAPERSKOP RUS OOO
182957kf;Stakan d/khol./gor., 0.3l, verkh. d 90mm nizhn. d 56mm, h 117mm, kraft, karton;1,65;0,036;12;Stakany bumazhnye 300-390 ml belye, kraft 1-sloynye;Stakany;1. Odnorazovaya posuda;;PAPERSKOP RUS OOO
115370k/;Stakan d/khol./gor., 0.35l, verkh. d 90mm nizhn. d 60mm, h 111mm, korichn., odnosloynyy, karton;9,9;0,093;1;Stakany bumazhnye 300-390 ml belye, kraft 1-sloynye;Stakany;1. Odnorazovaya posuda;;TERMO-KAP OOO
115370b;Stakan d/khol./gor., 0.35/0,43l, verkh. d 90mm nizhn. d 60mm, h 111mm, bel., karton;11,3;0,1;1,073;Stakany bumazhnye 300-390 ml belye, kraft 1-sloynye;Stakany;1. Odnorazovaya posuda;snyat s proizvodstva;TERMO-KAP OOO
182957l;"Stakan d/khol., 0.3l, verkh. d 90mm nizhn. d 60mm, h 111mm, s ris. ""Lollipop"", karton";3;0,038;48;Stakany bumazhnye 300-390 ml tsvetnye, s dizaynom 1-sloynye;Stakany;1. Odnorazovaya posuda;;PAPERSKOP RUS OOO
115323rm/;Stakan d/khol./gor., 0.3l, verkh. d 90mm nizhn. d 60mm, h 111mm, 295+18g/m2, krasn., odnosloynyy, karton;8,5;0,1;1;Stakany bumazhnye 300-390 ml tsvetnye, s dizaynom 1-sloynye;Stakany;1. Odnorazovaya posuda;;PAPERSKOP RUS OOO
115323rm;Stakan d/khol./gor., 0.3l, verkh. d 90mm nizhn. d 60mm, h 111mm, 295+18g/m2, Risuem melom, chern., odnosloynyy, karton;8,5;0,1;1;Stakany bumazhnye 300-390 ml tsvetnye, s dizaynom 1-sloynye;Stakany;1. Odnorazovaya posuda;;PAPERSKOP RUS OOO
170324;Stakan d/khol./gor., 0.3/0.364l, verkh. d 90mm nizhn. d 60mm, h 111mm, 295+18g/m2, s ris. Big Citi Life, karton;10,8;0,103;20;Stakany bumazhnye 300-390 ml tsvetnye, s dizaynom 1-sloynye;Stakany;1. Odnorazovaya posuda;pod zakaz;PAPERSKOP RUS OOO
182985;Stakan d/khol./gor., 0.3l, verkh. d 90mm nizhn. d 60mm, h 111mm, s ris. Enjoy the Moment, karton;1,2;0,04;48;Stakany bumazhnye 300-390 ml tsvetnye, s dizaynom 1-sloynye;Stakany;1. Odnorazovaya posuda;snyat s proizvodstva;PAPERSKOP RUS OOO
115370a/;"Stakan d/khol./gor., 0.35l, verkh. d 90mm nizhn. d 60mm, h 111mm, ""Naslazhdaysya vkusom"", s ris., odnosloynyy, karton";9,2;0,093;1;Stakany bumazhnye 300-390 ml tsvetnye, s dizaynom 1-sloynye;Stakany;1. Odnorazovaya posuda;pod zakaz;TERMO-KAP OOO
115284;Stakan d/khol./gor., 0.3l, verkh. d 90mm nizhn. d 57mm, h 100mm, 260g/m2, bel., odnosloynyy, karton;7,2;0,09;0,8;Stakany bumazhnye 300-390 ml belye, kraft 1-sloynye;Stakany;1. Odnorazovaya posuda;;KLASSIKA-OPT OOO
291115;Butylka 5.0l, s kryshkoy, prozrachn., shirokoe gorlo, PET;2,4;0,2;0,03;Butylki PET ot 2.0 l shirokoe gorlo prozrachnye;Butylki PET;2. Upakovka;pod zakaz;MASTERPET OOO
88255054ch;"Korobka ""DoEco"" 220kh160kh55mm ECO OpSalad 1000, (Salatnik), Black Edition";;;0,15;Konteynery universalnye kartonnye pryamougolnye ot 1000 ml;Konteynery iz naturalnykh materialov universalnye;2. Upakovka;dlya Mist.- KZKh;DZhIDISI EAS OOO
88255054/;"Korobka ""DoEco"" 220kh160kh55mm ECO OpSalad 1000, (Salatnik), korichn.";;;0,15;Konteynery universalnye kartonnye pryamougolnye ot 1000 ml;Konteynery iz naturalnykh materialov universalnye;2. Upakovka;dlya Mist.- KZKh;DZhIDISI EAS OOO
88255042p;"Korobka ""DoEco"" 260kh150kh40mm ECO TABOX PRO 1450 , s oknom, korichn.";;;0,125;Konteynery universalnye kartonnye pryamougolnye ot 1000 ml;Konteynery iz naturalnykh materialov universalnye;2. Upakovka;dlya Mist.- KZKh;DZhIDISI EAS OOO
255042p/;"Korobka ""DoEco"" 200kh200kh55mm ECO TABOX PRO 1555 , s oknom, korichn.";7;0,033;0,125;Konteynery universalnye kartonnye pryamougolnye ot 1000 ml;Konteynery iz naturalnykh materialov universalnye;2. Upakovka;;DZhIDISI EAS OOO
255041p;"Korobka ""DoEco"" 200kh200kh40mm ECO TABOX PRO 1500 , s oknom, korichn.";7,05;0,033;0,125;Konteynery universalnye kartonnye pryamougolnye ot 1000 ml;Konteynery iz naturalnykh materialov universalnye;2. Upakovka;;DZhIDISI EAS OOO
255054chm;Konteyner 1000ml, pryamoug., vnesh. 160kh220kh55mm, vnutr. 140kh200kh55mm, pryamoug., korichn./chern., s kryshkoy, karton;7,63;0,106;0,15;Konteynery universalnye kartonnye pryamougolnye ot 1000 ml;Konteynery iz naturalnykh materialov universalnye;2. Upakovka;METRO;DZhIDISI EAS OOO
159570;Kryshka 191kh158mm, prozrachnaya, OPS;5,5;0,12;0,4;Kryshki k pryamougolnym konteyneram universalnye PS;Kryshki k konteyneram universalnye;2. Upakovka;snyat s prodazh;TSK KOMUS OOO
159558;Kryshka 188x138mm, prozr, PS;7;0,087;1;Kryshki k pryamougolnym konteyneram universalnye PS;Kryshki k konteyneram universalnye;1. Odnorazovaya posuda;ARKhIV;KIV Kreis GmbH
159545a;Kryshka vnutr.160kh120kh55,vnesh.182kh140kh60mm,prozrachnaya OPS;3,2;0,081;0,4;Kryshki k pryamougolnym konteyneram universalnye PS;Kryshki k konteyneram universalnye;2. Upakovka;pod zakaz;KhOLDING PROTEK OOO
159571;Kryshka 164kh198mm, belaya, OPS;5,5;0,12;0,4;Kryshki k pryamougolnym konteyneram universalnye PS;Kryshki k konteyneram universalnye;2. Upakovka;ARKhIV;TSK KOMUS OOO
191120z;Lozhka 145mm, zelen., kukuruznyy krakhmal;4,3;0,018;20;Lozhki iz kukuruznogo krakhmala do 170 mm;Lozhki;1. Odnorazovaya posuda;;Hangzhou Yifeng Biotechnology Co,.LTD
191120;Lozhka 145mm, bel., kukuruznyy krakhmal;4,3;0,017;20;Lozhki iz kukuruznogo krakhmala do 170 mm;Lozhki;1. Odnorazovaya posuda;;Hangzhou Yifeng Biotechnology Co,.LTD
145458z;Lozhka stolov., d/khol./gor., 180mm, zelen., PS;10,5;0,036;2,2;Lozhki plastikovye stolovye tsvetnye 180 mm;Lozhki;1. Odnorazovaya posuda;pod zakaz;PROMA OOO
191099g;Lozhka 143mm, kukuruznyy krakhmal;3,5;0,012;10;Lozhki iz kukuruznogo krakhmala do 170 mm;Lozhki;1. Odnorazovaya posuda;snyat s prodazh;GEOVITA OOO
145456;Lozhka 180mm, oranzh., kristall, PS;7;0,021;0,7;Lozhki plastikovye stolovye tsvetnye 180 mm;Lozhki;1. Odnorazovaya posuda;;DIAPAZON AO
188244/;Lozhka Chernaya, 180 mm,  PS;3,5;0,013;50;Lozhki plastikovye stolovye tsvetnye 180 mm;Lozhki;1. Odnorazovaya posuda;;DIAPAZON AO
188244b/;Lozhka Prozrachnaya Salatovaya, 180 mm,  PS;3,5;0,013;50;Lozhki plastikovye stolovye tsvetnye 180 mm;Lozhki;1. Odnorazovaya posuda;;DIAPAZON AO
145462;Lozhka 180mm, chern., kristall, PS;7,65;0,03;1,5;Lozhki plastikovye stolovye tsvetnye 180 mm;Lozhki;1. Odnorazovaya posuda;;ELPI-TREYD OOO
145457//;Lozhka 180mm, al., kristall, PS;8,8;0,04;2;Lozhki plastikovye stolovye tsvetnye 180 mm;Lozhki;1. Odnorazovaya posuda;pod zakaz;EVROPAK OOO
192120;Lozhka 145mm, paket PP + klapan, kukuruznyy krakhmal;4,5;0,028;200;Lozhki iz kukuruznogo krakhmala do 170 mm;Lozhki;1. Odnorazovaya posuda;pod zakaz;TEKhNOPARK OOO
145456//;Lozhka 180mm, oranzh., kristall, PS;8,8;0,04;2;Lozhki plastikovye stolovye tsvetnye 180 mm;Lozhki;1. Odnorazovaya posuda;pod zakaz;EVROPAK OOO
191099;Lozhka 145mm, kukuruznyy krakhmal;3,57;0,018;20;Lozhki iz kukuruznogo krakhmala do 170 mm;Lozhki;1. Odnorazovaya posuda;pod zakaz;TEKhNOPARK OOO
145458//;Lozhka 180mm, salat., PS;8,8;0,04;2;Lozhki plastikovye stolovye tsvetnye 180 mm;Lozhki;1. Odnorazovaya posuda;pod zakaz;EVROPAK OOO
145461a;Lozhka 180mm, chern., kristall, PS;11,88;0,05;2,5;Lozhki plastikovye stolovye tsvetnye 180 mm;Lozhki;1. Odnorazovaya posuda;;VZLP OOO
175002r;Lozhka chayn., 125mm, bel., PS;5,15;0,032;40;Lozhki plastikovye chaynye i proch. belye;Lozhki;1. Odnorazovaya posuda;pod zakaz;RTS (Radiotekhnicheskie Sistemy) OOO
143040;"Lozhka chayn. ""kompakt"", 130mm, bel., PS";8,31;0,03;6;Lozhki plastikovye chaynye i proch. belye;Lozhki;1. Odnorazovaya posuda;;EVROPAK OOO
185138;Lozhka chayn., 125mm, bel., PS;5,8;0,013;150;Lozhki plastikovye chaynye i proch. belye;Lozhki;1. Odnorazovaya posuda;snyat s proizvodstva;DIAPAZON AO
991057;Lozhka chaynaya 130 mm, (kompakt), bel., PS;5,15;0,032;4000;Lozhki plastikovye chaynye i proch. belye;Lozhki;1. Odnorazovaya posuda;Tender;
991015;"Lozhka chaynaya ""standart"" 125mm, belaya, PS";5,15;0,032;4000;Lozhki plastikovye chaynye i proch. belye;Lozhki;1. Odnorazovaya posuda;Tender;
991024;Lozhka odnorazovaya chaynaya belaya 125 mm 100 shtuk v upakovke;3,5;0,013;30;Lozhki plastikovye chaynye i proch. belye;Lozhki;1. Odnorazovaya posuda;Tender;
